costCenterId,count,id_firestore,notes,referenceMonth,referenceYear,sectorId,unitId
LvdIwvDuN9VfH0xatcEj,12,KNbSmDeqM1Y0HtSDu6ne,,9,2024,mTf5jggXwVzMMvN05DRj,vcUJkV1rt2Ia1JTvFP7v
aEk50YUcFdYewSnTCyex,8,KqFcLtswD67oEb6NJN4h,,10,2024,XNikCZJkyMPCdMfVGv1t,vcUJkV1rt2Ia1JTvFP7v
wBz4mUcP7XOlhz119EWw,5,LXb0yUXN6OGH2bQIdHYI,,11,2024,ogIG1xXooObgj912at6t,vcUJkV1rt2Ia1JTvFP7v
qGQfdOhfYCHNRchsjw7F,5,LY09xfdvJhKLNc3jpocS,,10,2024,eCwiMwQCRJKrvOCsQDVN,vcUJkV1rt2Ia1JTvFP7v
hYhqQhId0xJm1f40rheK,2,Lwc8dSATDEREnKbM6rLb,,5,2025,Dzg8StK8lfM4QoDVIstc,vcUJkV1rt2Ia1JTvFP7v
aEk50YUcFdYewSnTCyex,5,MMQsgBqb6KMLBNtmaqy6,,12,2024,XNikCZJkyMPCdMfVGv1t,vcUJkV1rt2Ia1JTvFP7v
LvdIwvDuN9VfH0xatcEj,26,MW9OMUHvRTwc6kPuaz6V,,12,2024,mTf5jggXwVzMMvN05DRj,vcUJkV1rt2Ia1JTvFP7v
Bj6GkhQv6g9bZA9EdcRj,3,MbXlADmERjeDAgEt8muJ,,9,2024,JwBtyHrAXS1TKxrJIv3b,vcUJkV1rt2Ia1JTvFP7v
aEk50YUcFdYewSnTCyex,8,N5aULWEVXR3OaWBSlqvu,,1,2025,XNikCZJkyMPCdMfVGv1t,vcUJkV1rt2Ia1JTvFP7v
uNyyHiailuJuxGJYrGc5,6,NV8RrZOaH5vfU6XDMvbC,,8,2024,jDL8jvFpKXMEnVdsBIex,vcUJkV1rt2Ia1JTvFP7v
BufF5aLxeaiyoFwz2yhO,1,NjmHQs25xyXrRi6b6Yb4,,1,2025,jY25W1eHGydiXTWGWF9S,vcUJkV1rt2Ia1JTvFP7v
lx5ba0d0g6KwCmeCiV7E,10,O129NX8OIy8yGk0L6Pwa,Observação de exemplo,8,2024,JuJLxLca9a7SfUHp9Z6n,vcUJkV1rt2Ia1JTvFP7v
lx5ba0d0g6KwCmeCiV7E,4,OVhZRXxBhBE1JWEQS9Yx,,6,2024,JuJLxLca9a7SfUHp9Z6n,vcUJkV1rt2Ia1JTvFP7v
BPXkamEr3Da4fyUuiaCh,2,P5KZ3t0S5KXRG4eqgw4r,,8,2024,JNs88roJYQNCFvcRjRvS,vcUJkV1rt2Ia1JTvFP7v
Bj6GkhQv6g9bZA9EdcRj,4,PC5JR4EzBa78IomAq91s,,3,2025,JwBtyHrAXS1TKxrJIv3b,vcUJkV1rt2Ia1JTvFP7v
gjCogaNeoD2xxdQtADaU,3,PMEfV1EMvlWoXTHIDxph,,2,2025,uXSejEC6mzIKmQih3SU3,vcUJkV1rt2Ia1JTvFP7v
wBz4mUcP7XOlhz119EWw,12,PRlUElw2Mo1E5Gka21Hn,,4,2025,ogIG1xXooObgj912at6t,vcUJkV1rt2Ia1JTvFP7v
fiVZaoRzyJm9b3wy79M0,4,PS5wRetCYwx2GmtU6kW1,,5,2025,74GXXOLQcPGgcBBPeJ4h,vcUJkV1rt2Ia1JTvFP7v
J9S92kU1qMWpw8Tso8Av,5,PYzzwlRT7G6K824jv818,,9,2024,DL7EE7BZyQRtBqjupgcq,vcUJkV1rt2Ia1JTvFP7v
gjCogaNeoD2xxdQtADaU,3,Q0KrPa83d4L0MJ2li159,,5,2025,uXSejEC6mzIKmQih3SU3,vcUJkV1rt2Ia1JTvFP7v
aEk50YUcFdYewSnTCyex,6,Q6ak1OV46sOQk6xXBQiu,,9,2024,XNikCZJkyMPCdMfVGv1t,vcUJkV1rt2Ia1JTvFP7v
l9t7bARHco2hwdwk59OS,2,QBgLM19GBzIkSprKLsWz,,9,2024,Od91QUy7KUEVGUZjRh3c,vcUJkV1rt2Ia1JTvFP7v
lx5ba0d0g6KwCmeCiV7E,8,QgJLPJVzAJa2aJPaWnof,,7,2024,JuJLxLca9a7SfUHp9Z6n,vcUJkV1rt2Ia1JTvFP7v
z82C8gUP0gCQ60E8oYZ5,1,R136gDemfyShufRSbPWD,,7,2024,MkgEqYjmgdAF6QUWkRmX,vcUJkV1rt2Ia1JTvFP7v
l9t7bARHco2hwdwk59OS,3,RFjh3Z8Ryg3Cj1sXHo1A,,1,2025,Od91QUy7KUEVGUZjRh3c,vcUJkV1rt2Ia1JTvFP7v
wBz4mUcP7XOlhz119EWw,24,RLu7YzLu5CSIQDhBanVb,,5,2025,ogIG1xXooObgj912at6t,vcUJkV1rt2Ia1JTvFP7v
BPXkamEr3Da4fyUuiaCh,1,RX6YwJYgG20BGA5zAy1c,,5,2025,JNs88roJYQNCFvcRjRvS,vcUJkV1rt2Ia1JTvFP7v
l9t7bARHco2hwdwk59OS,7,RtN7iq8gmMR48Os4M49V,,11,2024,Od91QUy7KUEVGUZjRh3c,vcUJkV1rt2Ia1JTvFP7v
l9t7bARHco2hwdwk59OS,4,RuKSF9kDO75ne2I8aRHC,,5,2025,Od91QUy7KUEVGUZjRh3c,vcUJkV1rt2Ia1JTvFP7v
5EvI4aS5hDKwYxD7MKPp,4,SPaqq6XnKd0h1VcFDRAX,,9,2024,oTiIo2aNm119s40I50dk,vcUJkV1rt2Ia1JTvFP7v
lLznvVLFlLhFVqgJp0WU,2,Th2VAgbtW762YXpHc27j,,5,2024,ucnDmU9K4JKpFc3Os3Hd,vcUJkV1rt2Ia1JTvFP7v
uNyyHiailuJuxGJYrGc5,11,U5rXa3uR85BUI5C69Wmw,,6,2024,jDL8jvFpKXMEnVdsBIex,vcUJkV1rt2Ia1JTvFP7v
Bj6GkhQv6g9bZA9EdcRj,5,UCywUXpTlFradCPYRqTT,,8,2024,JwBtyHrAXS1TKxrJIv3b,vcUJkV1rt2Ia1JTvFP7v
wBz4mUcP7XOlhz119EWw,15,UDUAHoBCMGfI2oVv56yu,,3,2025,ogIG1xXooObgj912at6t,vcUJkV1rt2Ia1JTvFP7v
gjCogaNeoD2xxdQtADaU,3,UDgvPETyPB2h1wLUvrJe,,4,2025,uXSejEC6mzIKmQih3SU3,vcUJkV1rt2Ia1JTvFP7v
lx5ba0d0g6KwCmeCiV7E,15,UGl2ZHbwvYSBsuX70V6p,,5,2025,JuJLxLca9a7SfUHp9Z6n,vcUJkV1rt2Ia1JTvFP7v
fiVZaoRzyJm9b3wy79M0,17,Uf4o9DkRQVGhXicza8MM,,3,2025,74GXXOLQcPGgcBBPeJ4h,vcUJkV1rt2Ia1JTvFP7v
lLznvVLFlLhFVqgJp0WU,2,Upms4C26ybUh3Dd9ZDa4,,8,2024,ucnDmU9K4JKpFc3Os3Hd,vcUJkV1rt2Ia1JTvFP7v
fiVZaoRzyJm9b3wy79M0,10,UtQdnhPmvf3imWNkpkeR,,2,2025,74GXXOLQcPGgcBBPeJ4h,vcUJkV1rt2Ia1JTvFP7v
J9S92kU1qMWpw8Tso8Av,12,V285Jt3ZJHeUTonloa5z,,3,2025,DL7EE7BZyQRtBqjupgcq,vcUJkV1rt2Ia1JTvFP7v
BufF5aLxeaiyoFwz2yhO,3,VGIr0UpF0ty4Y6UaYNsh,,7,2024,jY25W1eHGydiXTWGWF9S,vcUJkV1rt2Ia1JTvFP7v
5EvI4aS5hDKwYxD7MKPp,4,VWXeJoem6QqX6iilaweC,,5,2024,oTiIo2aNm119s40I50dk,vcUJkV1rt2Ia1JTvFP7v
l9t7bARHco2hwdwk59OS,5,VYybpOEjN0uTSwxbqDcV,,6,2024,Od91QUy7KUEVGUZjRh3c,vcUJkV1rt2Ia1JTvFP7v
9SNUf0NcYlPsui81g4G5,1,VbyxntI6LGe9vgHCtgF4,,12,2024,GHZu0eLugHwLG78jBeez,vcUJkV1rt2Ia1JTvFP7v
uNyyHiailuJuxGJYrGc5,4,VeJx1sIjPik96vZ70yPy,,7,2024,jDL8jvFpKXMEnVdsBIex,vcUJkV1rt2Ia1JTvFP7v
gjCogaNeoD2xxdQtADaU,3,W0SaTwpQpM7txBc0aVU9,,10,2024,uXSejEC6mzIKmQih3SU3,vcUJkV1rt2Ia1JTvFP7v
lLznvVLFlLhFVqgJp0WU,3,W557rmwJEPlEhZdFdSsU,,3,2025,ucnDmU9K4JKpFc3Os3Hd,vcUJkV1rt2Ia1JTvFP7v
Bj6GkhQv6g9bZA9EdcRj,5,WCqCXwznxVRvhezir1H8,,11,2024,JwBtyHrAXS1TKxrJIv3b,vcUJkV1rt2Ia1JTvFP7v
LvdIwvDuN9VfH0xatcEj,5,WXBixbW9rj5qtVgyjrBc,,11,2024,mTf5jggXwVzMMvN05DRj,vcUJkV1rt2Ia1JTvFP7v
uNyyHiailuJuxGJYrGc5,3,XJASAbEslGAmKUxjd4sl,,2,2025,jDL8jvFpKXMEnVdsBIex,vcUJkV1rt2Ia1JTvFP7v
5EvI4aS5hDKwYxD7MKPp,13,XKOWTMUpE47iIxzh4G7n,,12,2024,oTiIo2aNm119s40I50dk,vcUJkV1rt2Ia1JTvFP7v
qGQfdOhfYCHNRchsjw7F,3,XfLpflOwjahqwJ8FzW5n,,1,2025,eCwiMwQCRJKrvOCsQDVN,vcUJkV1rt2Ia1JTvFP7v
lx5ba0d0g6KwCmeCiV7E,6,Xz6S8gP8cWzKBbLGodhL,,4,2025,JuJLxLca9a7SfUHp9Z6n,vcUJkV1rt2Ia1JTvFP7v
uCOdcnxILp65W3UFgcCs,1,XzZ3HQ5hzQDiLBV2zT7X,,3,2025,HWuwiRi50QD9VJ0nNzZY,vcUJkV1rt2Ia1JTvFP7v
5EvI4aS5hDKwYxD7MKPp,9,YDIDNxh22Ah6zRkLqfiP,,10,2024,oTiIo2aNm119s40I50dk,vcUJkV1rt2Ia1JTvFP7v
fiVZaoRzyJm9b3wy79M0,4,Yl32nNaKZ0QBrSKzsyYG,,1,2025,74GXXOLQcPGgcBBPeJ4h,vcUJkV1rt2Ia1JTvFP7v
l9t7bARHco2hwdwk59OS,2,YnzFBzjdCpJATMkxJQZb,,5,2024,Od91QUy7KUEVGUZjRh3c,vcUJkV1rt2Ia1JTvFP7v
uNyyHiailuJuxGJYrGc5,5,YvYSuoLaBKOHf1bntxpU,,9,2024,jDL8jvFpKXMEnVdsBIex,vcUJkV1rt2Ia1JTvFP7v
5EvI4aS5hDKwYxD7MKPp,7,YxgZaQGCrVcx1KiCic6r,,7,2024,oTiIo2aNm119s40I50dk,vcUJkV1rt2Ia1JTvFP7v
9SNUf0NcYlPsui81g4G5,1,Z9RyO6wzxb1J39cN8ZuU,,6,2024,GHZu0eLugHwLG78jBeez,vcUJkV1rt2Ia1JTvFP7v
z82C8gUP0gCQ60E8oYZ5,2,ZDwia15iwkdKt0QKgTSQ,,8,2024,MkgEqYjmgdAF6QUWkRmX,vcUJkV1rt2Ia1JTvFP7v
LvdIwvDuN9VfH0xatcEj,22,ZM9bQix1ftDbzzv6tLdD,,3,2025,mTf5jggXwVzMMvN05DRj,vcUJkV1rt2Ia1JTvFP7v
5EvI4aS5hDKwYxD7MKPp,5,ZO6XjtInFrzNQULa0zNd,,5,2025,oTiIo2aNm119s40I50dk,vcUJkV1rt2Ia1JTvFP7v
gjCogaNeoD2xxdQtADaU,2,ZV2EQvFPEfNPnIwr81Vs,,9,2024,uXSejEC6mzIKmQih3SU3,vcUJkV1rt2Ia1JTvFP7v
Bj6GkhQv6g9bZA9EdcRj,10,ZhUxkiCbJC6mYzvDPVcH,,4,2025,JwBtyHrAXS1TKxrJIv3b,vcUJkV1rt2Ia1JTvFP7v
J9S92kU1qMWpw8Tso8Av,5,ZwEspyGL1sW3KMa6ukS2,,10,2024,DL7EE7BZyQRtBqjupgcq,vcUJkV1rt2Ia1JTvFP7v
5EvI4aS5hDKwYxD7MKPp,7,aA5SIe0PjXyvmrvOo22j,,2,2025,oTiIo2aNm119s40I50dk,vcUJkV1rt2Ia1JTvFP7v
9SNUf0NcYlPsui81g4G5,1,aDzq11Q6v1q28RyBKvNp,,5,2024,GHZu0eLugHwLG78jBeez,vcUJkV1rt2Ia1JTvFP7v
LvdIwvDuN9VfH0xatcEj,8,aMGHHjSvUNFa2SAfMk6v,,8,2024,mTf5jggXwVzMMvN05DRj,vcUJkV1rt2Ia1JTvFP7v
LvdIwvDuN9VfH0xatcEj,10,akj92EnLRs3tigSU5qkP,,10,2024,mTf5jggXwVzMMvN05DRj,vcUJkV1rt2Ia1JTvFP7v
5EvI4aS5hDKwYxD7MKPp,8,ampUlqVkpYAsBgcTa5ix,,3,2025,oTiIo2aNm119s40I50dk,vcUJkV1rt2Ia1JTvFP7v
